"run_id","instance","scenario","model","ativar_bem_estar","zip_file","timestamp","TOL_COMPOSICAO","TOL_TREINO","TOL_PESSOAS_ALOCADAS","status_solver","custo_total_folha","funcionarios_alocados","total_funcionarios","perc_funcionarios_alocados","total_alocacoes","projetos_ativos","total_projetos","upgrades","perc_upgrades","media_pessoas_projeto","viol_distancia","viol_autoexclusao","viol_descompressao","viol_treino","fitness_final","tempo_execucao_s","gap_otimalidade","geracoes_ga","ga_seed","ga_geracoes_max","ga_ilhas","ga_pop_ilha","PESO_DIST","PESO_AUTO","PESO_DESC","PESO_TREINO","PESO_HARD","PESO_DESVIO_COMP","PESO_SDEM"
"S123_01","I1_SMALL","A_GA_noBE","GA","False","SMALL_V15.zip","2026-03-05T10:21:56.826297","0.01","0.02","0.05","Optimal","26475363.09","209","220","95.0","538","60","60","0","0.0","8.97","299","0","0","26","2201475363.03","17.29","","186","123","400","4","40","10000000.0","10000000.0","10000000.0","1000000.0","100000000.0","50000000.0","10000000.0"
"S123_02","I1_SMALL","B_GA_BE","GA","True","SMALL_V15.zip","2026-03-05T10:22:37.792182","0.01","0.02","0.05","Optimal","27869541.85","211","220","95.91","559","60","60","0","0.0","9.32","307","0","0","20","2566921923.57","21.02","","166","123","400","4","40","10000000.0","10000000.0","10000000.0","1000000.0","100000000.0","50000000.0","10000000.0"
"S456_03","I1_SMALL","A_GA_noBE","GA","False","SMALL_V15.zip","2026-03-05T10:23:12.701914","0.01","0.02","0.05","Optimal","26414706.82","208","220","94.55","539","60","60","0","0.0","8.98","304","0","0","26","2582414706.84","16.19","","191","456","400","4","40","10000000.0","10000000.0","10000000.0","1000000.0","100000000.0","50000000.0","10000000.0"
"S456_04","I1_SMALL","B_GA_BE","GA","True","SMALL_V15.zip","2026-03-05T10:23:49.000362","0.01","0.02","0.05","Optimal","25342202.76","216","220","98.18","526","60","60","0","0.0","8.77","289","0","0","26","3335456760.82","17.04","","213","456","400","4","40","10000000.0","10000000.0","10000000.0","1000000.0","100000000.0","50000000.0","10000000.0"
"S789_05","I1_SMALL","A_GA_noBE","GA","False","SMALL_V15.zip","2026-03-05T10:24:29.811709","0.01","0.02","0.05","Optimal","27347309.95","212","220","96.36","544","60","60","0","0.0","9.07","319","0","0","27","1881347309.98","21.44","","289","789","400","4","40","10000000.0","10000000.0","10000000.0","1000000.0","100000000.0","50000000.0","10000000.0"
"S789_06","I1_SMALL","B_GA_BE","GA","True","SMALL_V15.zip","2026-03-05T10:25:06.678999","0.01","0.02","0.05","Optimal","26968288.55","209","220","95.0","546","60","60","0","0.0","9.1","314","1","0","25","2118968288.53","18.35","","240","789","400","4","40","10000000.0","10000000.0","10000000.0","1000000.0","100000000.0","50000000.0","10000000.0"
"S2026_07","I1_SMALL","A_GA_noBE","GA","False","SMALL_V15.zip","2026-03-05T10:25:49.215955","0.01","0.02","0.05","Optimal","26185388.76","211","220","95.91","536","60","60","0","0.0","8.93","300","0","0","28","2344257718.58","19.93","","306","2026","400","4","40","10000000.0","10000000.0","10000000.0","1000000.0","100000000.0","50000000.0","10000000.0"
"S2026_08","I1_SMALL","B_GA_BE","GA","True","SMALL_V15.zip","2026-03-05T10:26:27.386139","0.01","0.02","0.05","Optimal","26724456.2","211","220","95.91","543","60","60","0","0.0","9.05","289","0","0","23","2428770991.93","19.25","","279","2026","400","4","40","10000000.0","10000000.0","10000000.0","1000000.0","100000000.0","50000000.0","10000000.0"
"S123_01","I2_LARGE_05X","A_GA_noBE","GA","False","LARGE_05X_V01.zip","2026-03-05T10:31:16.088774","0.01","0.02","0.05","Optimal","198980408.96","580","600","96.67","1065","160","160","60","10.0","6.66","0","0","0","271","8319980408.89","124.78","","221","123","400","4","40","10000000.0","10000000.0","10000000.0","1000000.0","100000000.0","50000000.0","10000000.0"
"S123_02","I2_LARGE_05X","B_GA_BE","GA","True","LARGE_05X_V01.zip","2026-03-05T10:40:42.226263","0.01","0.02","0.05","Optimal","203373671.14","561","600","93.5","1075","160","160","58","9.67","6.72","0","0","3","264","7958373671.2","476.13","","287","123","400","4","40","10000000.0","10000000.0","10000000.0","1000000.0","100000000.0","50000000.0","10000000.0"
"S456_03","I2_LARGE_05X","A_GA_noBE","GA","False","LARGE_05X_V01.zip","2026-03-05T10:46:24.191023","0.01","0.02","0.05","Optimal","181100614.95","571","600","95.17","995","160","160","57","9.5","6.22","0","0","0","244","8731100615.0","233.35","","193","456","400","4","40","10000000.0","10000000.0","10000000.0","1000000.0","100000000.0","50000000.0","10000000.0"
"S456_04","I2_LARGE_05X","B_GA_BE","GA","True","LARGE_05X_V01.zip","2026-03-05T10:51:52.341456","0.01","0.02","0.05","Optimal","197173106.56","568","600","94.67","1060","160","160","58","9.67","6.62","0","1","1","278","8153173107.0","223.35","","207","456","400","4","40","10000000.0","10000000.0","10000000.0","1000000.0","100000000.0","50000000.0","10000000.0"
S789_05,I2_LARGE_05X,A_GA_noBE,GA,False,LARGE_05X_V01.zip,2026-03-05T12:01:33.485241,0.01,0.02,0.05,Optimal,199506507.07,576,600,96.0,1056,160,160,59,9.83,6.6,0,1,1,266,8209506507.02,124.12,,259,789,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S789_06,I2_LARGE_05X,B_GA_BE,GA,True,LARGE_05X_V01.zip,2026-03-05T12:06:47.060829,0.01,0.02,0.05,Optimal,200551138.59,570,600,95.0,1071,160,160,59,9.83,6.69,0,0,0,282,9270551138.55,227.44,,158,789,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S2026_07,I2_LARGE_05X,A_GA_noBE,GA,False,LARGE_05X_V01.zip,2026-03-05T12:13:14.164347,0.01,0.02,0.05,Optimal,200145690.74,566,600,94.33,1064,160,160,58,9.67,6.65,0,0,0,260,8609358271.43,300.36,,239,2026,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S2026_08,I2_LARGE_05X,B_GA_BE,GA,True,LARGE_05X_V01.zip,2026-03-05T12:19:17.468084,0.01,0.02,0.05,Optimal,193606745.75,573,600,95.5,1047,160,160,58,9.67,6.54,0,0,1,274,7582606745.75,263.93,,288,2026,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S123_01,I3_LARGE,A_GA_noBE,GA,False,LARGE_V31.zip,2026-03-05T14:55:49.424912,0.01,0.02,0.05,Optimal,405274828.57,1137,1200,94.75,2159,320,320,117,9.75,6.75,657,0,11,96,25674464951.37,7879.73,,251,123,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S123_02,I3_LARGE,B_GA_BE,GA,True,LARGE_V31.zip,2026-03-05T15:07:26.124011,0.01,0.02,0.05,Optimal,368268658.36,1141,1200,95.08,2041,320,320,122,10.17,6.38,588,0,11,98,21133268658.27,465.42,,238,123,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S456_03,I3_LARGE,A_GA_noBE,GA,False,LARGE_V31.zip,2026-03-05T15:20:22.912617,0.01,0.02,0.05,Optimal,386920538.19,1145,1200,95.42,2116,320,320,117,9.75,6.61,618,1,13,110,22653920538.36,509.09,,216,456,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S456_04,I3_LARGE,B_GA_BE,GA,True,LARGE_V31.zip,2026-03-05T15:34:10.992387,0.01,0.02,0.05,Optimal,366413739.93,1142,1200,95.17,2064,320,320,117,9.75,6.45,627,0,6,113,24014413740.1,555.37,,242,456,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S789_05,I3_LARGE,A_GA_noBE,GA,False,LARGE_V31.zip,2026-03-05T15:48:32.948788,0.01,0.02,0.05,Optimal,378862721.81,1161,1200,96.75,2074,320,320,121,10.08,6.48,642,0,15,99,23108862721.92,589.6,,327,789,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S789_06,I3_LARGE,B_GA_BE,GA,True,LARGE_V31.zip,2026-03-05T16:38:13.868357,0.01,0.02,0.05,Optimal,351510429.19,1140,1200,95.0,1997,320,320,118,9.83,6.24,589,0,5,102,24261510428.82,549.02,,223,789,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S2026_07,I3_LARGE,A_GA_noBE,GA,False,LARGE_V31.zip,2026-03-05T16:54:24.731352,0.01,0.02,0.05,Optimal,367351861.02,1141,1200,95.08,2053,320,320,116,9.67,6.42,625,0,8,89,23045351861.33,577.38,,247,2026,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S2026_08,I3_LARGE,B_GA_BE,GA,True,LARGE_V31.zip,2026-03-05T18:37:01.810431,0.01,0.02,0.05,Optimal,405667973.77,1090,1200,90.83,2159,320,320,110,9.17,6.75,647,0,11,107,21270860477.37,5119.66,,267,2026,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S123_01,I4_LARGE_15X,A_GA_noBE,GA,False,LARGE_15X_V01.zip,2026-03-05T21:50:24.548161,0.01,0.02,0.05,Optimal,636124831.92,1651,1800,91.72,3222,480,480,169,9.39,6.71,0,0,2,828,36093124831.91,9121.75,,227,123,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S123_02,I4_LARGE_15X,B_GA_BE,GA,True,LARGE_15X_V01.zip,2026-03-06T07:58:50.586971,0.01,0.02,0.05,Optimal,590027343.16,1725,1800,95.83,3108,480,480,175,9.72,6.47,0,0,7,762,39031027342.79,2497.22,,310,123,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S456_03,I4_LARGE_15X,A_GA_noBE,GA,False,LARGE_15X_V01.zip,2026-03-06T08:29:21.110008,0.01,0.02,0.05,Optimal,626885194.43,1728,1800,96.0,3201,480,480,177,9.83,6.67,0,2,4,814,37275885194.08,1414.58,,282,456,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S456_04,I4_LARGE_15X,B_GA_BE,GA,True,LARGE_15X_V01.zip,2026-03-06T09:09:15.395365,0.01,0.02,0.05,Optimal,601951701.38,1721,1800,95.61,3139,480,480,168,9.33,6.54,0,0,4,824,32659951701.36,1917.44,,288,456,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S789_05,I4_LARGE_15X,A_GA_noBE,GA,False,LARGE_15X_V01.zip,2026-03-06T09:33:48.578058,0.01,0.02,0.05,Optimal,606242785.8,1717,1800,95.39,3154,480,480,172,9.56,6.57,0,1,2,797,36260637648.7,1055.62,,287,789,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S789_06,I4_LARGE_15X,B_GA_BE,GA,True,LARGE_15X_V01.zip,2026-03-06T10:35:14.990876,0.01,0.02,0.05,Optimal,632048344.04,1679,1800,93.28,3222,480,480,168,9.33,6.71,0,3,0,840,38238048344.17,3315.58,,267,789,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S2026_07,I4_LARGE_15X,A_GA_noBE,GA,False,LARGE_15X_V01.zip,2026-03-06T12:34:10.487137,0.01,0.02,0.05,Optimal,578456688.14,1737,1800,96.5,3025,480,480,172,9.56,6.3,0,0,2,801,39002647074.85,2525.91,,293,2026,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S2026_08,I4_LARGE_15X,B_GA_BE,GA,True,LARGE_15X_V01.zip,2026-03-06T14:53:01.489329,0.01,0.02,0.05,Optimal,586261571.04,1713,1800,95.17,3101,480,480,176,9.78,6.46,0,0,3,772,38515261571.42,8017.6,,307,2026,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S123_01,I5_LARGE_25X,A_GA_noBE,GA,False,LARGE_25X_V01.zip,2026-03-06T16:16:51.531167,0.01,0.02,0.05,Optimal,1078595185.47,2866,3000,95.53,5293,800,800,279,9.3,6.62,0,1,17,1423,70249353886.68,4014.3,,348,123,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S123_02,I5_LARGE_25X,B_GA_BE,GA,True,LARGE_25X_V01.zip,2026-03-06T20:12:10.013321,0.01,0.02,0.05,Optimal,1129050272.35,2838,3000,94.6,5387,800,800,286,9.53,6.73,0,0,22,1464,65334277937.8,12832.62,,288,123,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S456_03,I5_LARGE_25X,A_GA_noBE,GA,False,LARGE_25X_V01.zip,2026-03-07T00:45:55.790455,0.01,0.02,0.05,Optimal,1136165471.03,2696,3000,89.87,5387,800,800,269,8.97,6.73,0,0,21,1416,64124384697.44,15435.62,,277,456,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S456_04,I5_LARGE_25X,B_GA_BE,GA,True,LARGE_25X_V01.zip,2026-03-07T09:42:33.598475,0.01,0.02,0.05,Optimal,1020145359.8,2856,3000,95.2,5112,800,800,285,9.5,6.39,0,0,19,1320,67028320465.25,10781.05,,386,456,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S789_05,I5_LARGE_25X,A_GA_noBE,GA,False,LARGE_25X_V01.zip,2026-03-07T21:50:30.188003,0.01,0.02,0.05,Optimal,1141323348.61,2812,3000,93.73,5388,800,800,285,9.5,6.74,0,0,17,1471,63459323348.9,40219.33,,275,789,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S789_06,I5_LARGE_25X,B_GA_BE,GA,True,LARGE_25X_V01.zip,2026-03-07T22:59:39.762082,0.01,0.02,0.05,Optimal,996987847.66,2853,3000,95.1,4984,800,800,284,9.47,6.23,0,2,16,1306,71157511005.3,3293.46,,306,789,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S2026_07,I5_LARGE_25X,A_GA_noBE,GA,False,LARGE_25X_V01.zip,2026-03-08T00:03:03.298228,0.01,0.02,0.05,Optimal,1059105239.07,2855,3000,95.17,5254,800,800,287,9.57,6.57,0,0,22,1410,75272922655.25,2935.44,,288,2026,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
S2026_08,I5_LARGE_25X,B_GA_BE,GA,True,LARGE_25X_V01.zip,2026-03-08T01:44:23.621913,0.01,0.02,0.05,Optimal,1129727541.43,2790,3000,93.0,5386,800,800,280,9.33,6.73,0,0,21,1477,73087105131.71,5213.3,,262,2026,400,4,40,10000000.0,10000000.0,10000000.0,1000000.0,100000000.0,50000000.0,10000000.0
